object_name	epoch_mjd	field_id	ra_deg	dec_deg	mag	filter_id
S00005kma	50100.092604221994	132	89.7690575909149	8.35602017846384	23.1098	r
S0000cyva	50100.092604221994	132	90.8034822501677	9.77858054407173	22.5873	r
S000087Ya	50100.092604221994	132	91.3352162752367	9.00135903040263	22.9477	r
S000006wa	50100.093049222	133	92.667930853395	7.0456552264607	21.9324	r
S0000A1aa	50100.093049222	133	94.1390886331109	6.78099365352764	23.4169	r
S0000x3Ha	50100.093049222	133	93.0330802382422	6.78061625254102	23.8712	r
S0000kdha	50100.093049222	133	90.9084863683621	6.26482258013087	22.4632	r
S0000eR3a	50100.093049222	133	93.9335720415133	6.82526581760703	23.3984	r
S0000b2La	50100.093536222	134	101.038418072335	10.5508671763502	23.4264	r
S00000WIa	50100.093536222	134	101.269755713589	9.88654026779608	19.1498	r
S0000b4Da	50100.093536222	134	100.091176883752	9.08336122720434	23.2122	r
S0000057a	50100.093536222	134	99.0591972687846	8.74173118707182	20.6377	r
S0000RCPa	50100.094059222	135	89.6078195721694	5.97838930721764	23.2682	r
S0000kdha	50100.094059222	135	90.9086023119735	6.26570667679965	22.4662	r
S00003hIa	50100.094505222	136	88.13480554721	7.96462105276504	24.0448	r
S00001pTa	50100.094505222	136	87.9722503744195	8.33226985041227	22.4663	r
S0000bZZa	50100.094505222	136	86.9816063671688	7.68667517912542	24.0868	r
S00000wVa	50100.094951221996	137	86.9227141887386	11.9526697343911	22.141	r
S0000XGza	50100.095398221994	138	85.6634450621952	12.7393733264583	23.6752	r
S0000vETa	50100.095398221994	138	83.547128018579	12.7934485976489	23.1433	r
S0000gKWa	50100.095398221994	138	85.7647946831954	14.1414330826464	23.9231	r
S00005cIa	50100.095398221994	138	83.653366865256	13.5460866862474	23.5573	r
S00008KLa	50100.095845222	139	83.4616960362612	14.9716589040689	23.3444	r
S0000MRza	50100.095845222	139	83.1691452260364	16.3812454582255	22.6959	r
S00009taa	50100.096292222	140	81.1041112148284	16.6321057230507	21.7495	r
S000076Ha	50100.096292222	140	81.125404778773	18.6169656626828	22.7489	r
S00001p5a	50100.096739222	141	86.4784290956226	17.6716295248075	21.1262	r
S0000aU3a	50100.096739222	141	86.4205461279561	18.7957454103541	23.76	r
S00002dSa	50100.096739222	141	86.2204136364857	17.8298351844859	22.4398	r
S000002Aa	50100.096739222	141	84.8762107890379	16.9015329322882	21.576	r
S000016ya	50100.096739222	141	85.1278106319975	19.3081206680106	23.5098	r
S000014sa	50100.097185221995	142	88.6546220417874	18.66539005692	23.3426	r
S00001zya	50100.097185221995	142	89.5655546257076	18.1641859284991	20.9447	r
S0000aU3a	50100.097185221995	142	86.4205300578966	18.7957093021265	23.76	r
S0000myga	50100.097185221995	142	87.5165926724199	17.7651579542677	21.2469	r
S000000Ga	50100.097630222	143	91.1925599855334	19.7727324976872	19.2521	r
S0000pcRa	50100.097630222	143	90.7282319725321	20.2123351180908	23.853	r
S00000oma	50100.097630222	143	90.5700052106074	19.9596563657499	22.4403	r
S0000vp5a	50100.097630222	143	90.349672530213	18.2066722465212	22.9849	r
S00004d1a	50100.097630222	143	91.1205528218009	18.5574957523072	23.5733	r
S00008bea	50100.097630222	143	92.0538649619234	19.1525509699374	22.9304	r
S0000ayBa	50100.098077222	144	90.8703852959001	22.4215338541091	23.5801	r
S00000dla	50100.098077222	144	89.3128391614529	23.5207735608949	21.8802	r
S000053ha	50100.098077222	144	90.2443290232791	22.6693817450606	22.4288	r
S0000POKa	50100.098077222	144	90.8687299805069	23.0847241824932	22.7088	r
S00000bja	50100.098966221994	146	84.136156839412	22.3141650139656	22.4441	r
S0000adLa	50100.099413222	147	80.8487805416892	20.649146892057	22.983	r
S0000oZIa	50100.099413222	147	80.2178968362135	19.7480039832673	22.7055	r
S00005QHa	50100.099413222	147	78.9501342689006	19.2886180335811	23.5962	r
S000001Ea	50100.099860222	148	77.4139370168778	22.0915325130005	20.8354	r
S00001XCa	50100.099860222	148	79.8580946251297	22.4560310454742	19.8025	r
S0000oPwa	50100.100305222	149	82.8678057089022	24.073317182845	21.8804	r
S00011Ssa	50100.100749221994	150	84.574977110376	23.8263784042757	22.3465	r
S00000eoa	50100.100749221994	150	84.6239665281547	23.8996797252717	23.5152	r
S00000bja	50100.100749221994	150	84.1357605944062	22.3141973931811	22.4434	r
S00001sBa	50100.100749221994	150	85.7193210118377	24.8932165807478	23.4851	r
S00000dla	50100.101194222	151	89.3121017935533	23.5207481685642	21.8798	r
S00002fma	50100.101194222	151	87.8273565752003	23.5373378641951	21.3563	r
S0000qAja	50100.101194222	151	87.1453125549971	24.0992911797826	23.6374	r
S00000kNa	50100.101641222	152	86.8251838875076	26.9459928624299	22.8831	r
S0000UGea	50100.102085221995	153	84.141526777612	25.969253435421	23.0935	r
S00004Iva	50100.102529222	154	80.5448877526441	24.8524512535267	22.4481	r
S00000aVa	50100.102529222	154	79.6583520618825	26.2347750046273	22.6769	r
S00002ira	50100.102973222	155	77.0040902781803	24.2719849707161	21.9562	r
S00000Hba	50100.102973222	155	77.1444626266792	23.8196844094921	18.9582	r
S000009Va	50100.102973222	155	77.7297439553254	24.3833361537996	17.1557	r
S00004Yna	50100.102973222	155	76.1439190019458	25.5598884997339	20.98	r
S00001l6a	50100.103419221996	156	74.2780888642924	22.9803864863832	21.1104	r
S00012dta	50100.103863222	157	69.1931634000567	25.4265535974274	21.0709	r
S000008Ia	50100.104751221996	159	63.3402709515164	25.2212908880113	20.147	r
S0000X1Wa	50100.104751221996	159	63.570520294025	24.9505046297907	23.608	r
S00000kQa	50100.104751221996	159	64.8571911776175	26.6309487639537	22.2962	r
S0000oZoa	50100.105195222	160	67.5614848577805	28.4400692231703	22.4056	r
S00000Nwa	50100.105195222	160	66.6813370491583	29.3568200158329	20.7888	r
S0000cRqa	50100.105195222	160	65.753886171202	27.491201923976	23.2201	r
S000001xa	50100.105195222	160	64.8308830263618	28.1304101171794	16.5778	r
S0000ofJa	50100.106107221996	161	78.7719854240647	-10.6966237370942	22.0477	r
S0000l5ea	50100.106574221994	162	77.2371116337456	-13.2135197574514	23.8855	r
S0000cAIa	50100.106574221994	162	79.5007139927626	-11.8275048735996	23.8298	r
S00003hla	50100.106574221994	162	78.9529951452181	-13.4588574389082	20.7574	r
S0000d2Ta	50100.107053222	163	75.1988403321859	-15.8189601447164	22.5621	r
S0000Yz1a	50100.107503221996	164	75.2667679372826	-12.871940716519	24.2306	r
S0000rdXa	50100.107503221996	164	75.0664415220528	-13.5908978519416	23.023	r
S00002MNa	50100.107503221996	164	73.9401530010153	-12.6907901247568	24.1676	r
S0000Ibba	50100.107503221996	164	74.2713449651166	-11.0977061958965	23.1598	r
S0000028a	50100.107503221996	164	74.0653384212293	-11.617265023571	21.2669	r
S0000y18a	50100.107503221996	164	74.4231900386706	-12.8335654969179	23.6546	r
S0000wora	50100.107953221996	165	72.4314787772884	-10.7735532533884	24.0954	r
S00002ila	50100.107953221996	165	75.242009039209	-10.0759059827442	24.1373	r
S0000Ibba	50100.107953221996	165	74.2718395578611	-11.0970592936832	23.1516	r
S0000jhca	50100.107953221996	165	72.7584593690935	-8.72036620911615	23.7111	r
S0000ef3a	50100.108402221995	166	71.8666039957583	-5.83373847841204	23.8188	r
S0000JdIa	50100.108402221995	166	71.6012626218148	-7.540603769792	23.7953	r
S00003Oza	50100.108402221995	166	72.0035741974109	-8.70502689670232	23.5706	r
S0000jhca	50100.108402221995	166	72.7571164854093	-8.72011463408234	23.6991	r
S0000ggHa	50100.108877221995	167	73.2836116599483	-14.3055519429601	23.9648	r
S0000bMda	50100.108877221995	167	72.338007678931	-14.57935833098	23.356	r
S00000AJa	50100.108877221995	167	73.0515411131725	-15.6009132001897	23.1983	r
S0000d2Ta	50100.108877221995	167	75.1896747495634	-15.826967152256	22.557	r
S00006Hka	50100.109326221995	168	76.7352910149114	-17.1923298435446	20.8862	r
S000009Ma	50100.038788221995	17	82.2180619925264	-61.1457721385044	20.9939	z
S0000FiAa	50100.110825222	171	80.8876620753814	-15.3560585965838	24.2522	r
S00003hla	50100.110825222	171	78.9527348673074	-13.4611211306792	20.7587	r
S0000l5ea	50100.111274222	172	77.2357900151038	-13.2145998844778	23.8853	r
S0000cAIa	50100.111274222	172	79.4957848918069	-11.8267603869663	23.8289	r
S00003hla	50100.111274222	172	78.9527074227482	-13.4613601499549	20.7571	r
S0000TLRa	50100.112183221994	174	83.7780920242553	-19.1459232865959	24.1314	r
S0000LLta	50100.112652222	175	81.7103797503663	-12.7522035758238	23.9745	r
S0000yqYa	50100.112652222	175	80.9598717673669	-13.4683395659957	23.5807	r
S0000cAIa	50100.112652222	175	79.4943397415062	-11.8265419095846	23.8298	r
S00001GVa	50100.113108221994	176	80.8591084403981	-6.48446534781732	23.7864	r
S00019EJa	50100.113557222	177	83.2668473341999	-7.90043569861669	24.0644	r
S00000YJa	50100.113557222	177	83.8899654192129	-9.14130442110516	22.1181	r
S0000fjJa	50100.113557222	177	83.2958672206752	-9.25437912553642	24.1922	r
S00019EJa	50100.114015221996	178	83.2668673904977	-7.90008024559441	24.0616	r
S0000xQ6a	50100.114015221996	178	83.2224091228417	-6.99662329724566	23.4832	r
S00007Rsa	50100.114015221996	178	83.6606929369127	-6.46053611806914	23.0945	r
S00008Nxa	50100.114949222	180	88.3591146886651	-1.93856164441522	22.4276	r
S00002iMa	50100.114949222	180	88.5260594877305	-2.8476778455761	23.8643	r
S00003tTa	50100.114949222	180	87.2595048329589	-0.00971699638731138	21.8541	r
S0000mXMa	50100.114949222	180	88.4668657663014	-1.22640573089996	22.9764	r
S00017zia	50100.114949222	180	87.7396784252636	-1.88998560271673	23.6789	r
S000014xa	50100.114949222	180	87.7541532756649	-1.00562504686764	23.2977	r
S00011r3a	50100.114949222	180	87.0605299954555	-1.40842739586063	21.8863	r
S000035sa	50100.115405222	181	88.3925668787994	3.09896255905764	22.2724	r
S000038ba	50100.115405222	181	86.6374078054311	4.49228809719605	22.0823	r
S00000bTa	50100.115405222	181	87.3217480772649	3.94777026415915	20.731	r
S0000Lkea	50100.115405222	181	87.2747495330976	4.34393085989402	24.0049	r
S00006Hwa	50100.115405222	181	87.2525613106277	2.08707627970685	22.6584	r
S0000dQ9a	50100.115405222	181	88.1336647930763	2.90991932857602	23.3416	r
S0000clma	50100.115853222	182	85.0020910523112	7.06135791231816	23.9012	r
S000038ba	50100.115853222	182	86.6371476951969	4.49238444430679	22.0792	r
S0000clma	50100.116300222	183	85.0018794564805	7.06163989831791	23.8963	r
S0000mY7a	50100.116748222	184	82.2117836062659	9.43613949221668	23.7681	r
S0000Tgfa	50100.116748222	184	82.7765779734483	11.6384961525271	23.9966	r
S0000XGza	50100.117196221996	185	85.6658770364979	12.7297698105444	23.6759	r
S0000vETa	50100.117196221996	185	83.5439304716663	12.7927087201963	23.1435	r
S0000gKWa	50100.117196221996	185	85.7412655538851	14.1550330080532	23.9248	r
S00005cIa	50100.117196221996	185	83.647460315233	13.5459629170683	23.5576	r
S0000adLa	50100.117662222	186	80.8403641157941	20.6516233623792	22.9827	r
S0000oZIa	50100.117662222	186	80.2308544357496	19.7603024432244	22.7037	r
S00005QHa	50100.117662222	186	78.945955980386	19.2874943395786	23.597	r
S00000bja	50100.118109222	187	84.1319034305153	22.3145104058082	22.4443	r
S0000ayBa	50100.118999221995	189	90.8685002437716	22.4149603080035	23.582	r
S00000dla	50100.118999221995	189	89.3078903002794	23.5205998349937	21.881	r
S000053ha	50100.118999221995	189	90.242061029877	22.6749956780476	22.4303	r
S0000POKa	50100.118999221995	189	90.8380211045298	23.0694270076499	22.7152	r
S00011Ssa	50100.119458222	190	84.6080659146342	23.776095595574	22.3477	r
S00000eoa	50100.119458222	190	84.6199495129256	23.899937332145	23.5154	r
S00000bja	50100.119458222	190	84.1316037846783	22.3145345589179	22.4437	r
S00001sBa	50100.119458222	190	85.712892656301	24.8933541814201	23.4853	r
S0000oPwa	50100.119902221995	191	82.8733370299976	24.1104657695692	21.8758	r
S000001Ea	50100.120347222	192	77.410156470847	22.0900120441373	20.8356	r
S00001XCa	50100.120347222	192	79.8771345442088	22.4532661553307	19.801	r
S00002ira	50100.120796222	193	76.9920179424112	24.2690815634415	21.9544	r
S00000Hba	50100.120796222	193	77.1523927884201	23.8130246789691	18.9576	r
S000009Va	50100.120796222	193	77.7446512561187	24.380697852785	17.154	r
S00004Yna	50100.120796222	193	76.1475536227276	25.559050162787	20.9802	r
S00004Iva	50100.121240222	194	80.5467165273406	24.8524974786826	22.4491	r
S00000aVa	50100.121240222	194	79.654136183777	26.2341697998309	22.677	r
S0000UGea	50100.121684221995	195	84.1243811971673	25.9881185266812	23.0908	r
S00000kNa	50100.122128222	196	86.8204687835144	26.9471488542103	22.8837	r
S00000dla	50100.122576222	197	89.3070444170719	23.5205693580901	21.8804	r
S00002fma	50100.122576222	197	87.7953691945901	23.5327667528652	21.3579	r
S0000qAja	50100.122576222	197	87.1412300978837	24.0960485351848	23.638	r
S00001l6a	50100.123113222	198	74.2817176160845	22.9770916467817	21.111	r
S00012dta	50100.123557221996	199	69.236030128252	25.4386212596829	21.0537	r
S00000mma	50100.032071222	2	114.300037625049	-36.1112573743115	21.2835	z
S000008Ia	50100.124445222	201	63.3374492608303	25.2202833980443	20.147	r
S00000kQa	50100.124445222	201	64.8507715839525	26.6277285763997	22.2947	r
S0000oZoa	50100.124889221996	202	67.5385515462727	28.4258939609202	22.3914	r
S00000Nwa	50100.124889221996	202	66.6715962373193	29.3536650635878	20.7864	r
S0000cRqa	50100.124889221996	202	65.7654297988643	27.4882017106297	23.218	r
S000001xa	50100.124889221996	202	64.8369091622996	28.132682248439	16.5778	r
S00001Uva	50100.125333222	203	70.0278467473682	30.650572182897	22.6316	r
S000091Fa	50100.125778222	204	71.8313692999676	31.1415428627718	20.1886	r
S00001PNa	50100.125778222	204	70.0583370456372	32.0860523367047	21.4649	r
S0000w5Ta	50100.125778222	204	70.9368703418704	31.8789206453515	22.6993	r
S0000pHCa	50100.126225222	205	76.7250129632731	31.1274571567573	22.0319	r
S000044ua	50100.126225222	205	73.8495766980017	30.1485869275373	22.7071	r
S0000003a	50100.126668222	206	79.414446516338	30.4711114246101	14.6914	r
S00001sba	50100.126668222	206	78.0258884452745	32.3606337108394	21.835	r
S0000pHCa	50100.126668222	206	76.7240319099861	31.1288548808105	22.0295	r
S00000Rha	50100.126668222	206	79.7136865836754	30.0201898639247	23.328	r
S000004Ka	50100.127112222	207	82.7896822564496	31.5026873339003	21.8244	r
S00002p0a	50100.127112222	207	81.6387474509169	32.9606840408376	22.0033	r
S000008wa	50100.127556221996	208	86.010013593103	31.6847597173392	19.6797	r
S00003K8a	50100.127556221996	208	84.0058578068077	33.0360827978453	23.3955	r
S00000rza	50100.128448222	210	91.2131639576447	29.3682871562948	21.5474	r
S0000ef3a	50100.129423221995	211	71.8589988279441	-5.82823182673741	23.8167	r
S0000JdIa	50100.129423221995	211	71.6229833175728	-7.53570855917073	23.7882	r
S00003Oza	50100.129423221995	211	72.0041308187603	-8.69706337876949	23.5701	r
S0000jhca	50100.129423221995	211	72.6942331923354	-8.70831346618994	23.6809	r
S0000wora	50100.129873221995	212	72.4324798124898	-10.7721509220115	24.0954	r
S00002ila	50100.129873221995	212	75.2381050763056	-10.0696152336958	24.1363	r
S0000Ibba	50100.129873221995	212	74.2959478719025	-11.0655380283888	23.1392	r
S0000jhca	50100.129873221995	212	72.692886820445	-8.70806034515405	23.6938	r
S0000Yz1a	50100.130322222	213	75.2637719808092	-12.8817584914281	24.2287	r
S0000rdXa	50100.130322222	213	75.0713716286555	-13.5955732611303	23.0223	r
S00002MNa	50100.130322222	213	73.9354743764694	-12.6883737738373	24.1671	r
S0000Ibba	50100.130322222	213	74.2964421315172	-11.0648921631795	23.1486	r
S0000028a	50100.130322222	213	74.0602295640298	-11.613898504017	21.2662	r
S0000y18a	50100.130322222	213	74.4458387910784	-12.8221831004753	23.6482	r
S0000ggHa	50100.130796221994	214	73.2788793315293	-14.2985640147791	23.9637	r
S0000bMda	50100.130796221994	214	72.3463618067403	-14.5566981482621	23.3484	r
S00000AJa	50100.130796221994	214	73.0454868771872	-15.5937442323755	23.1965	r
S0000d2Ta	50100.130796221994	214	75.079595049824	-15.9230435214527	22.5405	r
S00006Hka	50100.131245222	215	76.7156879982563	-17.1895827261956	20.8793	r
S0000TLRa	50100.132751222	218	83.7606057980874	-19.1739884475782	24.1259	r
S0000FiAa	50100.133649222	220	80.880708196458	-15.3364197775117	24.2495	r
S00003hla	50100.133649222	220	78.9513546252409	-13.4732527050905	20.7565	r
S0000l5ea	50100.134099222	221	77.229386670158	-13.2198297492805	23.884	r
S0000cAIa	50100.134099222	221	79.4718509267875	-11.8231299182693	23.8217	r
S00003hla	50100.134099222	221	78.9513277781201	-13.4734915157878	20.7546	r
S0000LLta	50100.134567222	222	81.7138383031948	-12.7410524435626	23.9742	r
S0000yqYa	50100.134567222	222	80.9633760812953	-13.4736237381494	23.5806	r
S0000cAIa	50100.134567222	222	79.4713602997309	-11.8230552220066	23.8243	r
S00001GVa	50100.135036222	223	80.8533345517663	-6.48149150431101	23.7859	r
S00019EJa	50100.135485221996	224	83.2678183564915	-7.88341833530649	24.0634	r
S00000YJa	50100.135485221996	224	83.8841148146576	-9.1255380667381	22.1159	r
S0000fjJa	50100.135485221996	224	83.2856097862774	-9.25014129114376	24.1909	r
S00019EJa	50100.135951222	225	83.2678393024021	-7.88305671527297	24.061	r
S0000xQ6a	50100.135951222	225	83.22108039342	-6.99345422035049	23.4843	r
S00007Rsa	50100.135951222	225	83.6601852833627	-6.45885125695563	23.0954	r
S00008Nxa	50100.136879221995	227	88.3499675076933	-1.94319384831385	22.4269	r
S00002iMa	50100.136879221995	227	88.5175767101825	-2.84748787354255	23.8639	r
S00003tTa	50100.136879221995	227	87.2612255427289	-0.00546864712208617	21.8549	r
S0000mXMa	50100.136879221995	227	88.45480549745	-1.22989322492182	22.975	r
S00017zia	50100.136879221995	227	87.7409949456486	-1.88710617820951	23.6798	r
S000014xa	50100.136879221995	227	87.7481159712966	-1.00282063736731	23.2977	r
S00011r3a	50100.136879221995	227	87.0593504198681	-1.41264491200758	21.8867	r
S000035sa	50100.137335221996	228	88.3725734666344	3.083101854087	22.2708	r
S000038ba	50100.137335221996	228	86.6246804721208	4.49700291682376	22.0816	r
S00000bTa	50100.137335221996	228	87.3175037187541	3.9500293314494	20.7316	r
S0000Lkea	50100.137335221996	228	87.284421769187	4.35180643812342	24.0053	r
S00006Hwa	50100.137335221996	228	87.2493419558407	2.1126438540737	22.6564	r
S0000dQ9a	50100.137335221996	228	88.1360597532751	2.92249419737709	23.3416	r
S0000clma	50100.137783221995	229	84.9917174169414	7.07518669085363	23.8997	r
S000038ba	50100.137783221995	229	86.624420612702	4.49709920328073	22.0781	r
S00000Zaa	50100.041507222	23	89.0538426106053	-52.5850234656607	20.8731	z
S00001pNa	50100.041507222	23	90.5687495607649	-52.0923270080313	21.5589	z
S0000clma	50100.138231222	230	84.9915056832303	7.07546907572888	23.8941	r
S0000mY7a	50100.138680222	231	82.1853398857579	9.43933327590696	23.7622	r
S0000Tgfa	50100.138680222	231	82.7636877565207	11.6326520004183	23.994	r
S0000XGza	50100.139126222	232	85.668337547403	12.7200807539124	23.6754	r
S0000vETa	50100.139126222	232	83.5407307002567	12.7919403705796	23.1436	r
S0000gKWa	50100.139126222	232	85.7176202950313	14.168685503582	23.9206	r
S00005cIa	50100.139126222	232	83.6415262053169	13.5458292162984	23.5575	r
S00001p5a	50100.139573222	233	86.460914966791	17.6780415112966	21.1292	r
S00002dSa	50100.139573222	233	86.2114959131835	17.835979675775	22.4421	r
S00001qea	50100.139573222	233	85.8750391002788	15.8346663291217	22.8163	r
S00000PXa	50100.139573222	233	88.1979525434815	15.3316434487809	22.8525	r
S000014sa	50100.140021221996	234	88.6413557580768	18.6689456388711	23.3433	r
S00001zya	50100.140021221996	234	89.5640660188273	18.1758059966693	20.9468	r
S0000aU3a	50100.140021221996	234	86.418996528256	18.7922101079456	23.7623	r
S0000myga	50100.140021221996	234	87.4215439531725	17.8532117715641	21.2453	r
S00001p5a	50100.140468221995	235	86.460549550331	17.6781747424331	21.1269	r
S0000aU3a	50100.140468221995	235	86.4189807377105	18.7921732695193	23.7623	r
S00002dSa	50100.140468221995	235	86.2113099984274	17.8361074786176	22.4412	r
S000002Aa	50100.140468221995	235	84.8681484055417	16.9012481716973	21.5764	r
S000016ya	50100.140468221995	235	85.1080496429083	19.3146932744299	23.5091	r
S00008KLa	50100.140915222	236	83.4470262881871	14.9770163063573	23.344	r
S0000MRza	50100.140915222	236	83.1910142305785	16.3496354802913	22.6937	r
S00008HPa	50100.141361222	237	80.7597669257979	14.0278397948338	23.7577	r
S000016va	50100.141361222	237	82.5338458274374	13.3057841683315	22.5545	r
S00014ora	50100.141807222	238	80.5374204019607	9.4338513689338	23.3916	r
S00000WBa	50100.142252221995	239	78.1294728407207	7.09520530887281	22.0543	r
S0000jria	50100.142252221995	239	77.7124471744918	6.53650533349318	23.7698	r
S000019ta	50100.142252221995	239	77.2862050000024	7.11401477530205	21.0631	r
S0000jria	50100.142700222	240	77.7125859282941	6.53656997812246	23.7706	r
S0000NXQa	50100.143149222	241	78.3494838285168	2.25672730523186	22.9375	r
S00000cra	50100.143598222	242	79.08124419926	6.10275215980212	21.2704	r
